member_name,member_start_date,member_end_date,political_party,administrative_region
φιλινη κωνσταντινου αννα,2007-09-16,2009-09-07,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων
φιλιππιδης φιλιππου αργυριος,1989-01-01,1989-06-02,νεα δημοκρατια,μαγνησιας
φλαμπουραρης γερασιμου αλεξανδρος,2015-09-20,2019-06-11,συνασπισμος ριζοσπαστικης αριστερας,α' αθηνων
φλαμπουραρης γερασιμου αλεξανδρος,2019-07-07,2023-04-22,συνασπισμος ριζοσπαστικης αριστερας,επικρατειας
φλωρακης ιωαννη χαριλαος,1989-01-01,1989-06-02,κομμουνιστικο κομμα ελλαδας,β' αθηνων
φλωρακης ιωαννη χαριλαος,1989-06-18,1989-10-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων
φλωρακης ιωαννη χαριλαος,1989-11-05,1990-03-12,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων
φλωρακης ιωαννη χαριλαος,1991-07-16,1993-09-11,κομμουνιστικο κομμα ελλαδας,β' αθηνων
φλωρακης ιωαννη χαριλαος,1990-04-08,1991-07-15,συνασπισμος της αριστερας των κινηματων και της οικολογιας,β' αθηνων
φλωριδης διαμαντη γεωργιος,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,κιλκις
φλωριδης διαμαντη γεωργιος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,κιλκις
φλωριδης διαμαντη γεωργιος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,κιλκις
φλωριδης διαμαντη γεωργιος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,κιλκις
φλωριδης διαμαντη γεωργιος,2009-10-04,2011-06-16,πανελληνιο σοσιαλιστικο κινημα,κιλκις
φλωρινης δημητριου αθηναιος,2000-04-09,2004-02-11,νεα δημοκρατια,χαλκιδικης
φλωρινης δημητριου αθηναιος,2007-09-16,2008-12-03,νεα δημοκρατια,χαλκιδικης
φλωρος ευσταθιου κωνσταντινος,2023-09-05,2023-11-13,ανεξαρτητοι (εκτος κομματος),λαρισας
φλωρος ευσταθιου κωνσταντινος,2023-06-25,2023-09-04,σπαρτιατες,λαρισας
βαμβακα νικολαου ευγενια (τζενη),2012-05-06,2012-05-19,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως
βαμβακα νικολαου ευγενια (τζενη),2012-06-17,2014-12-31,συνασπισμος ριζοσπαστικης αριστερας,β' πειραιως
φλωρος ιωαννη νικολαος,1996-09-22,1997-07-10,πανελληνιο σοσιαλιστικο κινημα,λαρισας
φλωρος ιωαννη νικολαος,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας
φλωρος νικολαου ιωαννης,1989-01-01,1989-06-02,πανελληνιο σοσιαλιστικο κινημα,λαρισας
φλωρος νικολαου ιωαννης,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,λαρισας
φλωρος νικολαου ιωαννης,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,λαρισας
φλωρος νικολαου ιωαννης,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,λαρισας
φλωρος νικολαου ιωαννης,1993-10-10,1994-12-31,πανελληνιο σοσιαλιστικο κινημα,λαρισας
φορτσακης πετρου θεοδωρος,2015-01-25,2015-08-28,νεα δημοκρατια,επικρατειας
φορτσακης πετρου θεοδωρος,2015-09-20,2019-06-11,νεα δημοκρατια,επικρατειας
φορτωμας αριστοτελη φιλιππος,2019-07-07,2023-04-22,νεα δημοκρατια,κυκλαδων
φορτωμας αριστοτελη φιλιππος,2023-05-21,2023-05-29,νεα δημοκρατια,κυκλαδων
φορτωμας αριστοτελη φιλιππος,2023-06-25,2023-11-13,νεα δημοκρατια,κυκλαδων
φουντα νικολαου νικη,2012-05-06,2012-05-19,δημοκρατικη αριστερα,αιτωλοακαρνανιας
φουντα νικολαου νικη,2012-06-17,2014-12-31,δημοκρατικη αριστερα,αιτωλοακαρνανιας
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,1989-06-18,1989-10-12,νεα δημοκρατια,πελλης
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,1989-11-05,1990-03-10,νεα δημοκρατια,πελλης
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,1993-10-10,1996-08-24,νεα δημοκρατια,πελλης
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,1996-09-22,2000-03-14,νεα δημοκρατια,πελλης
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,2000-04-09,2004-02-11,νεα δημοκρατια,πελλης
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,2004-03-07,2007-08-18,νεα δημοκρατια,πελλης
φουντουκιδου-θεοδωριδου ευσταθιου παρθενα,2007-09-16,2009-09-07,νεα δημοκρατια,πελλης
φουρας αθανασιου ανδρεας,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,αχαιας
φουρας αθανασιου ανδρεας,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας
φουρας αθανασιου ανδρεας,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,αχαιας
φουρας αθανασιου ανδρεας,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αχαιας
φουρας αθανασιου ανδρεας,2000-04-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,αχαιας
φουρας αθανασιου ανδρεας,2004-03-07,2006-12-20,πανελληνιο σοσιαλιστικο κινημα,αχαιας
φουσας γρηγοριου αντωνιος,1993-10-10,1996-08-24,νεα δημοκρατια,ιωαννινων
φουσας γρηγοριου αντωνιος,1996-09-22,2000-03-14,νεα δημοκρατια,ιωαννινων
φουσας γρηγοριου αντωνιος,2004-03-07,2007-08-18,νεα δημοκρατια,ιωαννινων
φραγγιδης σταυρου γεωργιος,2011-06-17,2012-04-11,πανελληνιο σοσιαλιστικο κινημα,κιλκις
φραγγιδης σταυρου γεωργιος,2019-07-07,2023-04-22,κινημα αλλαγης,κιλκις
φραγκιαδουλακης γεωργιου εμμανουηλ,1993-10-10,1996-08-24,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου
φραγκιαδουλακης γεωργιου εμμανουηλ,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου
φραγκιαδουλακης γεωργιου εμμανουηλ,2003-01-09,2004-02-11,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου
φραγκιαδουλακης γεωργιου εμμανουηλ,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ηρακλειου
βαρβαριγος αντωνιου δημητριος,2004-03-07,2007-08-18,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
βαρβαριγος αντωνιου δημητριος,2007-09-16,2009-09-07,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
βαρβαριγος αντωνιου δημητριος,2009-10-04,2012-02-11,πανελληνιο σοσιαλιστικο κινημα,ζακυνθου
φραγκος αναστασιου δημητριος,1989-01-01,1989-06-02,νεα δημοκρατια,αττικης(υπολοιπο)
φραγκος αναστασιου δημητριος,1989-06-18,1989-10-12,νεα δημοκρατια,αττικης(υπολοιπο)
φραγκος αναστασιου δημητριος,1989-11-05,1990-03-12,νεα δημοκρατια,αττικης(υπολοιπο)
φραγκος αναστασιου δημητριος,1990-04-08,1993-09-11,νεα δημοκρατια,αττικης(υπολοιπο)
φωκας χρηστου αριστειδης,2019-02-08,2019-06-11,ανεξαρτητοι (εκτος κομματος),β' θεσσαλονικης
φωκας χρηστου αριστειδης,2019-01-15,2019-02-07,ανεξαρτητοι ελληνες εθνικη πατριωτικη δημοκρατικη συμμαχια,β' θεσσαλονικης
φωκας χρηστου αριστειδης,2018-09-26,2019-01-14,ανεξαρτητοι (εκτος κομματος),β' θεσσαλονικης
φωκας χρηστου αριστειδης,2015-09-20,2018-09-25,ενωση κεντρωων,β' θεσσαλονικης
φωλιας σωτηριου χρηστος,2004-03-07,2007-08-18,νεα δημοκρατια,γρεβενων
φωλιας σωτηριου χρηστος,2007-09-16,2009-09-07,νεα δημοκρατια,γρεβενων
φωτηλας ασημακη ιασωνας,2015-01-25,2015-08-28,το ποταμι,αχαιας
φωτηλας ασημακη ιασωνας,2017-01-25,2019-06-11,νεα δημοκρατια,αχαιας
φωτηλας ασημακη ιασωνας,2016-10-18,2017-01-24,το ποταμι,αχαιας
φωτηλας ασημακη ιασωνας,2015-09-20,2016-10-17,το ποταμι,αχαιας
φωτηλας ασημακη ιασωνας,2019-07-07,2023-04-22,νεα δημοκρατια,αχαιας
φωτηλας ασημακη ιασωνας,2023-05-21,2023-05-29,νεα δημοκρατια,αχαιας
φωτηλας ασημακη ιασωνας,2023-06-25,2023-11-13,νεα δημοκρατια,αχαιας
φωτιαδης γεωργιου παναγιωτης,1996-09-22,2000-03-14,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
φωτιαδης γεωργιου παναγιωτης,2000-04-09,2001-09-19,πανελληνιο σοσιαλιστικο κινημα,αττικης(υπολοιπο)
φωτιαδης δημοσθενη αποστολος,1989-06-18,1989-10-12,πανελληνιο σοσιαλιστικο κινημα,εβρου
φωτιαδης δημοσθενη αποστολος,1989-11-05,1990-03-12,πανελληνιο σοσιαλιστικο κινημα,εβρου
φωτιαδης δημοσθενη αποστολος,1990-04-08,1993-09-11,πανελληνιο σοσιαλιστικο κινημα,εβρου
